amount,payment_method,failure_category,attempt_number,previous_success_rate,previous_failures,customer_tenure_days,subscription,recovered
2085,net_banking,SOFT_DECLINE,1,0.246,9,1227,0,0
2565,credit_card,CUSTOMER_ACTION_REQUIRED,2,0.765,16,1192,0,0
620,credit_card,SOFT_DECLINE,1,0.215,14,1642,0,0
1883,upi,TRANSIENT,1,0.425,2,1075,0,0
2467,upi,SOFT_DECLINE,1,0.4,20,1788,0,0
5730,upi,CUSTOMER_ACTION_REQUIRED,1,0.373,4,785,0,0
2411,credit_card,HARD_DECLINE,2,0.701,22,504,1,0
2271,debit_card,HARD_DECLINE,3,0.855,10,599,0,0
3800,debit_card,HARD_DECLINE,1,0.067,2,1119,0,1
2523,debit_card,SOFT_DECLINE,1,0.552,2,548,0,0
2354,credit_card,SOFT_DECLINE,1,0.188,19,567,1,1
5021,net_banking,CUSTOMER_ACTION_REQUIRED,1,0.722,25,1063,0,0
6266,credit_card,SOFT_DECLINE,2,0.406,9,1925,0,0
1089,credit_card,SOFT_DECLINE,3,0.919,2,1065,0,1
2338,debit_card,SOFT_DECLINE,1,0.318,2,745,1,0
8978,debit_card,SOFT_DECLINE,2,0.694,15,1157,0,0
4098,upi,HARD_DECLINE,2,0.677,2,1907,1,0
165,debit_card,UNKNOWN,2,0.84,3,801,0,0
4056,debit_card,TRANSIENT,1,0.532,18,217,0,0
2600,credit_card,TRANSIENT,1,0.533,8,1803,0,1
5578,wallet,HARD_DECLINE,1,0.608,11,1206,0,0
7911,net_banking,UNKNOWN,2,0.736,3,385,1,0
3899,credit_card,SOFT_DECLINE,2,0.088,7,201,1,0
3575,net_banking,SOFT_DECLINE,3,0.321,1,418,1,0
6358,debit_card,TRANSIENT,2,0.617,23,864,0,0
5071,debit_card,HARD_DECLINE,1,0.741,22,915,1,0
5334,net_banking,SOFT_DECLINE,3,0.598,3,319,0,0
5183,credit_card,CUSTOMER_ACTION_REQUIRED,1,0.417,21,198,0,0
8499,credit_card,CUSTOMER_ACTION_REQUIRED,2,0.982,12,1443,0,1
2011,net_banking,CUSTOMER_ACTION_REQUIRED,2,0.727,20,301,1,0
465,credit_card,CUSTOMER_ACTION_REQUIRED,1,0.126,21,201,0,0
2424,debit_card,UNKNOWN,2,0.381,19,1194,0,0
2571,credit_card,TRANSIENT,3,0.086,0,52,1,0
6232,upi,HARD_DECLINE,3,0.947,11,1038,1,0
3423,credit_card,HARD_DECLINE,1,0.645,14,1899,0,0
4337,upi,HARD_DECLINE,1,0.191,14,1953,1,0
6710,debit_card,TRANSIENT,1,0.996,25,1345,1,0
338,net_banking,CUSTOMER_ACTION_REQUIRED,1,0.806,1,619,0,1
7357,credit_card,UNKNOWN,2,0.886,8,953,0,0
3351,wallet,UNKNOWN,1,0.58,8,1813,1,0
2900,debit_card,HARD_DECLINE,1,0.035,12,704,0,0
5524,credit_card,CUSTOMER_ACTION_REQUIRED,1,0.531,16,936,0,0
6456,wallet,SOFT_DECLINE,1,0.206,21,1993,1,0
2489,credit_card,CUSTOMER_ACTION_REQUIRED,1,0.885,3,1667,0,1
313,net_banking,SOFT_DECLINE,2,0.447,2,1573,0,1
3376,credit_card,SOFT_DECLINE,1,0.721,8,1784,0,0
3039,debit_card,UNKNOWN,2,0.29,2,1236,0,1
4518,upi,SOFT_DECLINE,1,0.362,9,932,1,1
2740,credit_card,SOFT_DECLINE,2,0.82,10,1522,1,0
177,credit_card,SOFT_DECLINE,1,0.865,24,1088,0,0
3750,debit_card,HARD_DECLINE,2,0.593,5,782,0,0
673,credit_card,SOFT_DECLINE,2,0.526,5,1498,0,1
4368,debit_card,HARD_DECLINE,1,0.898,16,732,0,0
4993,net_banking,HARD_DECLINE,1,0.41,15,1058,1,0
4312,net_banking,SOFT_DECLINE,2,0.575,18,1002,1,1
9609,credit_card,SOFT_DECLINE,3,0.322,11,1430,0,0
2105,net_banking,HARD_DECLINE,1,0.457,8,208,0,1
246,wallet,HARD_DECLINE,1,0.887,5,907,0,0
3861,upi,CUSTOMER_ACTION_REQUIRED,1,0.335,8,1285,0,0
363,debit_card,TRANSIENT,2,0.311,3,1282,0,0
7542,net_banking,SOFT_DECLINE,1,0.207,23,1062,0,1
3226,upi,TRANSIENT,2,0.086,23,700,0,0
4874,net_banking,TRANSIENT,2,0.792,6,655,0,0
5403,debit_card,SOFT_DECLINE,1,0.628,24,550,0,0
7677,net_banking,UNKNOWN,1,0.794,6,1893,1,1
1722,debit_card,CUSTOMER_ACTION_REQUIRED,1,0.748,11,1657,0,0
5001,debit_card,UNKNOWN,1,0.881,11,531,0,0
2035,net_banking,TRANSIENT,1,0.267,23,1718,0,0
136,credit_card,TRANSIENT,1,0.697,25,642,0,1
99,credit_card,HARD_DECLINE,1,0.981,13,940,0,0
2883,debit_card,TRANSIENT,1,0.881,11,687,0,0
1474,upi,HARD_DECLINE,1,0.861,21,1048,0,0
3860,credit_card,SOFT_DECLINE,1,0.942,11,844,0,0
4332,debit_card,SOFT_DECLINE,1,0.61,0,1732,0,1
1070,net_banking,HARD_DECLINE,2,0.065,15,797,0,0
2573,credit_card,HARD_DECLINE,1,0.307,24,368,1,0
99,credit_card,SOFT_DECLINE,2,0.245,24,1349,1,0
2219,debit_card,SOFT_DECLINE,1,0.78,18,1868,1,1
2628,upi,SOFT_DECLINE,1,0.835,7,1598,0,1
7426,debit_card,SOFT_DECLINE,1,0.564,4,1516,1,0
5403,net_banking,HARD_DECLINE,3,0.241,3,738,1,0
3844,wallet,SOFT_DECLINE,2,0.11,10,1347,1,0
4798,credit_card,TRANSIENT,1,0.894,8,1451,0,1
2549,debit_card,SOFT_DECLINE,3,0.337,8,242,1,0
2093,upi,UNKNOWN,1,0.649,14,468,0,0
5330,credit_card,TRANSIENT,1,0.373,17,66,0,0
692,wallet,HARD_DECLINE,1,0.488,16,230,0,0
6441,net_banking,TRANSIENT,1,0.909,20,1341,1,1
2615,credit_card,TRANSIENT,2,0.444,9,67,0,1
1380,wallet,CUSTOMER_ACTION_REQUIRED,1,0.716,8,1524,0,0
3804,net_banking,SOFT_DECLINE,1,0.556,22,684,0,0
1304,credit_card,SOFT_DECLINE,3,0.373,24,854,1,0
3811,net_banking,TRANSIENT,1,0.678,21,1763,1,1
3595,net_banking,HARD_DECLINE,1,0.791,8,1206,1,0
866,credit_card,HARD_DECLINE,1,0.904,4,254,0,0
2606,credit_card,CUSTOMER_ACTION_REQUIRED,1,0.791,18,898,0,0
6474,credit_card,SOFT_DECLINE,1,0.674,11,1470,0,0
7572,debit_card,SOFT_DECLINE,1,0.538,8,1625,1,1
3070,net_banking,CUSTOMER_ACTION_REQUIRED,1,0.19,19,988,0,0
439,debit_card,SOFT_DECLINE,2,0.432,21,1920,1,0
1323,upi,HARD_DECLINE,1,0.695,16,75,1,0
4660,upi,UNKNOWN,2,0.914,21,1506,1,0
1661,net_banking,HARD_DECLINE,2,0.514,10,401,0,0
2462,upi,TRANSIENT,2,0.946,22,1624,0,1
1563,upi,SOFT_DECLINE,1,0.81,21,293,0,0
6758,credit_card,TRANSIENT,2,0.322,5,1678,0,0
1335,upi,HARD_DECLINE,1,0.333,19,1801,1,0
1694,debit_card,HARD_DECLINE,1,0.629,12,1903,0,0
1929,net_banking,SOFT_DECLINE,1,0.098,24,1438,0,0
8581,debit_card,CUSTOMER_ACTION_REQUIRED,1,0.921,6,1076,0,0
4640,credit_card,TRANSIENT,1,0.593,14,1745,0,1
193,credit_card,SOFT_DECLINE,2,0.279,15,1953,1,0
6285,credit_card,TRANSIENT,1,0.243,8,152,0,1
4661,debit_card,SOFT_DECLINE,3,0.011,0,1070,0,0
1035,debit_card,UNKNOWN,1,0.422,21,1019,0,0
3435,debit_card,TRANSIENT,1,0.604,0,1019,0,1
3437,upi,CUSTOMER_ACTION_REQUIRED,1,0.282,16,1761,0,0
4019,credit_card,HARD_DECLINE,1,0.574,1,493,0,0
1802,credit_card,SOFT_DECLINE,2,0.467,3,1235,0,0
5227,net_banking,SOFT_DECLINE,2,0.609,0,822,0,1
612,credit_card,HARD_DECLINE,1,0.015,9,297,1,0
1448,wallet,TRANSIENT,1,0.053,17,171,0,0
4383,credit_card,HARD_DECLINE,1,0.954,14,597,1,0
2943,credit_card,UNKNOWN,1,0.901,23,313,0,0
3777,upi,TRANSIENT,1,0.929,0,1157,0,1
3946,debit_card,HARD_DECLINE,1,0.843,19,504,1,0
3764,upi,SOFT_DECLINE,2,0.639,0,866,0,1
1557,net_banking,CUSTOMER_ACTION_REQUIRED,1,0.338,8,802,0,0
5898,credit_card,HARD_DECLINE,1,0.907,24,211,1,0
141,upi,TRANSIENT,1,0.952,18,1476,0,1
3178,debit_card,UNKNOWN,1,0.929,2,1785,0,1
393,debit_card,TRANSIENT,1,0.057,18,651,1,1
99,debit_card,UNKNOWN,1,0.809,24,1329,0,0
8630,debit_card,TRANSIENT,1,0.115,17,958,0,0
3215,upi,SOFT_DECLINE,1,0.31,20,1756,0,0
2732,upi,HARD_DECLINE,2,0.233,2,1338,0,0
2605,credit_card,TRANSIENT,2,0.723,14,712,0,0
7407,credit_card,CUSTOMER_ACTION_REQUIRED,2,0.116,0,648,0,0
830,upi,CUSTOMER_ACTION_REQUIRED,2,0.217,3,1138,1,0
3810,debit_card,TRANSIENT,1,0.484,14,1247,0,0
2580,net_banking,UNKNOWN,1,0.832,3,250,1,0
935,debit_card,HARD_DECLINE,2,0.362,21,1552,0,0
1549,upi,TRANSIENT,2,0.21,16,721,1,0
3412,credit_card,TRANSIENT,1,0.507,21,808,0,1
581,net_banking,SOFT_DECLINE,1,0.922,20,1500,0,1
5301,net_banking,SOFT_DECLINE,2,0.476,19,1601,0,0
2490,debit_card,CUSTOMER_ACTION_REQUIRED,2,0.57,13,325,0,0
3512,net_banking,HARD_DECLINE,2,0.923,2,1402,0,1
2174,credit_card,SOFT_DECLINE,1,0.172,21,1654,1,0
4029,net_banking,CUSTOMER_ACTION_REQUIRED,1,0.164,6,1431,0,0
1470,credit_card,HARD_DECLINE,1,0.023,12,1697,0,1
2037,net_banking,CUSTOMER_ACTION_REQUIRED,1,0.974,22,494,0,1
3976,upi,HARD_DECLINE,2,0.323,4,1256,1,0
5498,debit_card,SOFT_DECLINE,2,0.033,12,1794,0,0
2337,upi,CUSTOMER_ACTION_REQUIRED,3,0.245,3,1999,0,0
5776,upi,HARD_DECLINE,1,0.362,9,1882,1,0
3689,wallet,SOFT_DECLINE,3,0.365,25,91,0,0
7233,upi,UNKNOWN,2,0.447,12,86,0,1
3924,wallet,HARD_DECLINE,1,0.481,2,1302,0,0
4651,wallet,HARD_DECLINE,3,0.951,24,1211,0,0
2586,debit_card,SOFT_DECLINE,1,0.203,25,1462,1,0
3562,upi,CUSTOMER_ACTION_REQUIRED,2,0.174,3,1000,0,0
4642,credit_card,SOFT_DECLINE,1,0.557,0,994,1,1
3086,credit_card,HARD_DECLINE,1,0.338,2,337,0,0
3013,upi,TRANSIENT,2,0.361,11,1969,1,0
1964,upi,SOFT_DECLINE,2,0.696,1,1808,0,0
2721,debit_card,TRANSIENT,1,0.171,21,1423,0,1
2615,credit_card,TRANSIENT,2,0.398,15,1124,0,0
3568,net_banking,HARD_DECLINE,1,0.372,15,320,0,0
1421,debit_card,TRANSIENT,2,0.426,25,210,0,1
4911,credit_card,UNKNOWN,1,0.664,10,1054,0,0
5156,credit_card,SOFT_DECLINE,1,0.107,13,1046,0,0
1281,credit_card,SOFT_DECLINE,1,0.046,17,346,0,0
1437,credit_card,TRANSIENT,1,0.565,0,1732,1,1
2201,debit_card,TRANSIENT,3,0.344,20,1890,0,0
4250,debit_card,TRANSIENT,1,0.604,14,200,1,1
99,upi,TRANSIENT,1,0.859,25,664,0,1
8064,net_banking,CUSTOMER_ACTION_REQUIRED,1,0.158,4,738,0,0
4593,upi,SOFT_DECLINE,3,0.968,15,1520,0,0
6270,upi,HARD_DECLINE,1,0.172,24,558,1,0
5223,net_banking,TRANSIENT,1,0.495,19,1805,0,1
309,debit_card,SOFT_DECLINE,2,0.307,16,1804,0,1
7333,net_banking,TRANSIENT,1,0.534,0,1342,1,1
4314,debit_card,HARD_DECLINE,1,0.031,1,1192,1,0
3355,debit_card,SOFT_DECLINE,1,0.168,12,1452,0,0
5565,debit_card,TRANSIENT,1,0.923,7,874,0,1
8459,credit_card,HARD_DECLINE,2,0.059,3,1420,1,0
1505,upi,TRANSIENT,2,0.184,5,841,1,1
2814,net_banking,SOFT_DECLINE,1,0.012,2,1098,1,0
6144,credit_card,HARD_DECLINE,1,0.527,23,588,0,0
3213,debit_card,TRANSIENT,2,0.762,19,884,0,0
7438,debit_card,SOFT_DECLINE,3,0.983,7,1797,0,0
4094,upi,TRANSIENT,2,0.236,10,51,1,1
4811,credit_card,HARD_DECLINE,1,0.971,1,915,1,0
2469,net_banking,TRANSIENT,1,0.249,23,1475,1,1
4298,upi,UNKNOWN,1,0.641,3,850,0,0
2740,upi,HARD_DECLINE,1,0.863,18,490,0,0
308,upi,TRANSIENT,1,0.277,6,1544,0,0
1286,wallet,TRANSIENT,1,0.222,14,435,1,0
5462,net_banking,SOFT_DECLINE,1,0.934,7,597,1,0
3761,credit_card,CUSTOMER_ACTION_REQUIRED,1,0.845,4,630,0,0
4639,upi,TRANSIENT,1,0.715,14,352,1,1
1953,net_banking,TRANSIENT,2,0.327,0,1028,0,1
3762,debit_card,SOFT_DECLINE,1,0.804,8,1328,0,1
4549,net_banking,TRANSIENT,3,0.393,2,191,0,1
413,net_banking,CUSTOMER_ACTION_REQUIRED,1,0.233,25,1694,1,0
5599,upi,SOFT_DECLINE,2,0.886,0,745,0,1
852,upi,HARD_DECLINE,1,0.762,2,1292,0,0
3095,debit_card,SOFT_DECLINE,3,0.894,12,915,0,1
648,upi,SOFT_DECLINE,3,0.41,0,1750,0,1
6321,net_banking,SOFT_DECLINE,1,0.365,22,915,1,1
4677,credit_card,CUSTOMER_ACTION_REQUIRED,1,0.073,1,622,1,0
4337,debit_card,HARD_DECLINE,1,0.445,2,656,1,0
461,credit_card,UNKNOWN,3,0.042,24,1244,1,1
2023,upi,CUSTOMER_ACTION_REQUIRED,1,0.217,4,1024,0,0
3556,debit_card,HARD_DECLINE,1,0.281,12,1374,1,0
5769,credit_card,HARD_DECLINE,1,0.352,16,1703,0,0
2415,credit_card,UNKNOWN,1,0.035,18,811,1,0
1864,upi,HARD_DECLINE,1,0.479,4,1493,0,0
4063,wallet,HARD_DECLINE,1,0.669,9,946,1,0
5992,debit_card,TRANSIENT,2,0.712,0,1994,0,1
3334,debit_card,SOFT_DECLINE,2,0.76,18,1317,0,0
2330,debit_card,HARD_DECLINE,1,0.892,8,823,0,0
6081,debit_card,UNKNOWN,1,0.418,11,170,0,0
916,credit_card,SOFT_DECLINE,1,0.669,25,778,0,1
4061,net_banking,SOFT_DECLINE,1,0.049,20,1373,0,0
5033,upi,TRANSIENT,3,0.429,24,1649,1,0
5298,debit_card,HARD_DECLINE,1,0.677,3,805,0,0
3637,upi,TRANSIENT,1,0.48,4,55,0,1
1990,credit_card,HARD_DECLINE,1,0.818,10,687,1,1
10783,upi,SOFT_DECLINE,2,0.666,18,1910,0,1
4553,debit_card,CUSTOMER_ACTION_REQUIRED,1,0.52,15,306,1,1
3550,credit_card,TRANSIENT,1,0.772,1,86,1,1
1040,credit_card,TRANSIENT,1,0.937,0,1037,0,1
284,wallet,TRANSIENT,1,0.271,24,823,1,0
1544,debit_card,HARD_DECLINE,1,0.798,5,327,1,0
4304,debit_card,SOFT_DECLINE,1,0.224,9,109,0,0
3034,net_banking,SOFT_DECLINE,3,0.184,2,1380,0,0
7317,credit_card,TRANSIENT,1,0.862,0,719,1,1
732,debit_card,TRANSIENT,1,0.18,18,290,0,0
506,debit_card,HARD_DECLINE,1,0.194,2,698,1,0
823,upi,SOFT_DECLINE,2,0.858,9,650,1,1
1212,credit_card,HARD_DECLINE,1,0.393,23,174,1,0
2352,debit_card,SOFT_DECLINE,1,0.943,3,1900,0,0
1912,debit_card,SOFT_DECLINE,1,0.122,24,539,0,0
2336,credit_card,SOFT_DECLINE,1,0.783,2,1818,0,0
925,credit_card,TRANSIENT,1,0.315,12,1988,0,0
836,upi,CUSTOMER_ACTION_REQUIRED,1,0.552,24,462,1,0
6496,credit_card,TRANSIENT,1,0.111,17,1327,1,1
5320,net_banking,UNKNOWN,2,0.231,10,1332,1,0
188,debit_card,HARD_DECLINE,1,0.573,8,1652,1,0
3904,credit_card,SOFT_DECLINE,2,0.503,16,465,1,1
3201,net_banking,SOFT_DECLINE,1,0.125,24,342,0,0
523,credit_card,SOFT_DECLINE,1,0.726,0,485,1,0
599,credit_card,SOFT_DECLINE,3,0.45,19,1960,1,0
526,debit_card,HARD_DECLINE,3,0.615,2,410,0,0
1661,credit_card,SOFT_DECLINE,1,0.809,11,508,0,0
4175,debit_card,HARD_DECLINE,3,0.397,2,1433,0,0
1707,upi,UNKNOWN,2,0.166,7,841,1,0
1355,credit_card,TRANSIENT,1,0.521,14,1257,1,1
4352,upi,HARD_DECLINE,1,0.517,14,54,0,0
99,credit_card,CUSTOMER_ACTION_REQUIRED,1,0.892,25,989,1,1
5349,wallet,SOFT_DECLINE,1,0.907,19,434,0,0
217,debit_card,UNKNOWN,1,0.932,2,935,1,0
6368,credit_card,SOFT_DECLINE,1,0.093,9,631,1,0
3786,net_banking,SOFT_DECLINE,1,0.279,7,507,0,0
8673,upi,HARD_DECLINE,1,0.162,18,253,0,0
2461,upi,CUSTOMER_ACTION_REQUIRED,1,0.907,24,143,1,0
1895,credit_card,HARD_DECLINE,1,0.386,3,1990,0,0
1989,credit_card,CUSTOMER_ACTION_REQUIRED,3,0.216,18,1809,1,0
1002,credit_card,CUSTOMER_ACTION_REQUIRED,3,0.196,23,1692,0,0
3117,net_banking,SOFT_DECLINE,3,0.244,19,344,0,0
6248,debit_card,SOFT_DECLINE,3,0.959,8,1210,1,1
5133,net_banking,HARD_DECLINE,1,0.937,13,42,0,0
4260,net_banking,TRANSIENT,1,0.881,3,825,1,1
515,upi,HARD_DECLINE,2,0.934,11,1566,1,0
2060,upi,TRANSIENT,1,0.296,20,1352,1,1
442,credit_card,CUSTOMER_ACTION_REQUIRED,2,0.251,4,1003,0,0
316,wallet,HARD_DECLINE,3,0.362,4,1267,0,0
5489,upi,SOFT_DECLINE,1,0.985,0,128,0,0
3109,credit_card,HARD_DECLINE,2,0.424,13,174,0,0
2163,upi,HARD_DECLINE,3,0.747,20,1083,1,0
1510,credit_card,CUSTOMER_ACTION_REQUIRED,1,0.764,16,1778,1,0
183,upi,CUSTOMER_ACTION_REQUIRED,2,0.687,22,1709,0,0
3177,upi,TRANSIENT,2,0.529,15,1414,0,0
3871,credit_card,UNKNOWN,3,0.856,11,679,0,1
3425,wallet,TRANSIENT,1,0.14,13,466,0,0
99,net_banking,UNKNOWN,1,0.384,20,1319,0,0
638,credit_card,CUSTOMER_ACTION_REQUIRED,2,0.436,7,897,0,0
5199,upi,HARD_DECLINE,1,0.462,8,60,0,0
2062,upi,HARD_DECLINE,2,0.978,4,1644,0,0
960,net_banking,CUSTOMER_ACTION_REQUIRED,2,0.912,5,809,0,0
1441,upi,HARD_DECLINE,2,0.936,10,408,0,0
1448,debit_card,SOFT_DECLINE,1,0.76,7,1671,0,0
1876,upi,HARD_DECLINE,3,0.116,9,1633,0,0
3486,credit_card,SOFT_DECLINE,2,0.025,17,1053,0,0
1015,debit_card,SOFT_DECLINE,1,0.64,12,1460,0,0
884,net_banking,SOFT_DECLINE,1,0.922,18,230,0,1
5690,wallet,HARD_DECLINE,1,0.179,23,842,0,1
2194,debit_card,TRANSIENT,1,0.535,0,388,0,1
1274,upi,HARD_DECLINE,2,0.97,25,1199,1,0
3276,net_banking,UNKNOWN,1,0.346,18,1999,0,1
3784,credit_card,HARD_DECLINE,2,0.988,14,54,1,0
3465,debit_card,TRANSIENT,3,0.463,13,243,1,0
3911,upi,HARD_DECLINE,2,0.543,11,844,0,1
4443,upi,UNKNOWN,1,0.166,8,1335,0,0
5952,net_banking,TRANSIENT,1,0.472,22,1098,0,1
370,credit_card,HARD_DECLINE,1,0.353,9,1145,1,0
576,credit_card,SOFT_DECLINE,1,0.138,15,548,0,1
241,credit_card,HARD_DECLINE,2,0.43,6,1318,0,1
2337,upi,HARD_DECLINE,2,0.018,11,1842,1,0
3871,upi,HARD_DECLINE,2,0.71,4,909,0,0
5734,credit_card,TRANSIENT,1,0.322,4,1557,0,1
3184,credit_card,HARD_DECLINE,1,0.142,20,592,1,0
7238,upi,CUSTOMER_ACTION_REQUIRED,1,0.957,0,1800,0,0
2481,credit_card,HARD_DECLINE,1,0.9,13,1283,0,0
3039,debit_card,HARD_DECLINE,1,0.278,8,161,0,0
7940,credit_card,SOFT_DECLINE,1,0.031,17,618,1,0
2852,credit_card,HARD_DECLINE,1,0.143,13,1730,0,0
1892,credit_card,HARD_DECLINE,1,0.006,0,1369,0,0
495,wallet,HARD_DECLINE,2,0.122,5,1480,1,0
5046,credit_card,TRANSIENT,2,0.98,1,694,0,1
1798,upi,UNKNOWN,3,0.74,22,1772,0,0
1620,net_banking,SOFT_DECLINE,2,0.676,19,775,1,1
4196,debit_card,TRANSIENT,1,0.435,5,978,0,1
4863,debit_card,SOFT_DECLINE,1,0.983,8,1118,0,0
404,net_banking,TRANSIENT,2,0.507,22,1584,0,1
7182,credit_card,SOFT_DECLINE,2,0.843,4,394,0,0
7137,upi,SOFT_DECLINE,2,0.364,5,122,1,0
1927,debit_card,HARD_DECLINE,1,0.6,2,249,0,0
3650,upi,UNKNOWN,2,0.468,4,935,0,0
6871,credit_card,CUSTOMER_ACTION_REQUIRED,3,0.001,18,1857,0,0
7076,net_banking,HARD_DECLINE,2,0.659,5,401,1,0
4018,debit_card,SOFT_DECLINE,2,0.061,16,430,1,0
279,credit_card,HARD_DECLINE,1,0.617,7,44,0,0
2843,net_banking,SOFT_DECLINE,2,0.748,23,1744,0,0
3735,net_banking,SOFT_DECLINE,1,0.906,10,1455,0,1
1926,net_banking,HARD_DECLINE,1,0.677,23,1137,0,0
619,credit_card,CUSTOMER_ACTION_REQUIRED,3,0.861,16,842,0,0
5683,credit_card,HARD_DECLINE,1,0.575,12,1456,1,0
4839,credit_card,CUSTOMER_ACTION_REQUIRED,1,0.615,19,1770,0,0
3047,upi,CUSTOMER_ACTION_REQUIRED,1,0.684,20,1380,1,0
5446,net_banking,SOFT_DECLINE,3,0.17,13,307,0,0
3681,upi,SOFT_DECLINE,1,0.452,11,1193,1,0
3010,upi,UNKNOWN,3,0.209,19,1086,1,0
6291,upi,HARD_DECLINE,1,0.812,22,1633,0,0
1226,debit_card,SOFT_DECLINE,2,0.33,21,1663,0,0
2917,wallet,SOFT_DECLINE,1,0.307,1,1031,0,0
815,debit_card,TRANSIENT,2,0.466,12,222,0,0
968,debit_card,CUSTOMER_ACTION_REQUIRED,1,0.626,15,1070,0,0
2365,credit_card,TRANSIENT,1,0.236,6,867,0,0
121,upi,TRANSIENT,2,0.043,5,489,1,0
3687,net_banking,TRANSIENT,1,0.238,22,1404,0,0
936,debit_card,SOFT_DECLINE,1,0.69,6,316,0,1
99,credit_card,SOFT_DECLINE,2,0.585,22,761,1,0
4584,wallet,SOFT_DECLINE,3,0.149,1,871,1,0
2435,wallet,TRANSIENT,1,0.274,15,1666,0,0
8790,upi,TRANSIENT,3,0.597,20,332,0,0
1783,net_banking,HARD_DECLINE,1,0.906,5,1810,1,0
5390,upi,HARD_DECLINE,2,0.365,9,610,0,0
2899,credit_card,TRANSIENT,2,0.34,10,134,1,1
5399,debit_card,HARD_DECLINE,1,0.487,17,1270,0,0
4675,credit_card,HARD_DECLINE,3,0.577,19,156,1,0
4946,debit_card,TRANSIENT,2,0.825,12,1188,0,0
8084,credit_card,CUSTOMER_ACTION_REQUIRED,1,0.184,21,406,1,0
1690,debit_card,SOFT_DECLINE,1,0.104,24,1270,1,0
1878,credit_card,CUSTOMER_ACTION_REQUIRED,2,0.173,1,454,0,0
3151,credit_card,SOFT_DECLINE,1,0.476,5,1898,1,1
1355,upi,TRANSIENT,2,0.588,20,1781,0,0
856,net_banking,TRANSIENT,2,0.609,3,35,0,1
3641,credit_card,SOFT_DECLINE,1,0.559,4,1076,1,1
2645,credit_card,HARD_DECLINE,2,0.316,19,1176,1,0
4576,debit_card,SOFT_DECLINE,1,0.4,4,355,0,0
5725,upi,HARD_DECLINE,3,0.981,5,893,0,0
2315,credit_card,CUSTOMER_ACTION_REQUIRED,1,0.137,8,1035,0,0
714,upi,SOFT_DECLINE,1,0.427,8,931,1,0
4232,wallet,CUSTOMER_ACTION_REQUIRED,1,0.466,8,991,0,0
5491,debit_card,SOFT_DECLINE,2,0.699,8,883,1,0
1732,credit_card,HARD_DECLINE,2,0.5,14,1982,0,0
3558,debit_card,TRANSIENT,2,0.136,25,330,0,0
2093,upi,TRANSIENT,1,0.342,15,182,0,0
3876,debit_card,TRANSIENT,2,0.543,0,1657,1,0
2032,debit_card,UNKNOWN,2,0.838,20,161,1,0
5654,credit_card,TRANSIENT,1,0.762,8,303,0,1
2400,upi,UNKNOWN,2,0.085,19,205,0,0
7735,credit_card,SOFT_DECLINE,1,0.931,3,995,1,1
3808,debit_card,HARD_DECLINE,1,0.48,20,241,0,1
2162,credit_card,CUSTOMER_ACTION_REQUIRED,1,0.425,17,1215,0,0
1754,upi,SOFT_DECLINE,1,0.054,2,217,1,0
1328,credit_card,UNKNOWN,1,0.815,15,1167,0,1
5199,debit_card,TRANSIENT,1,0.163,24,1935,0,0
5972,credit_card,HARD_DECLINE,1,0.675,19,1875,0,0
2668,upi,HARD_DECLINE,2,0.664,10,1340,1,0
5758,net_banking,SOFT_DECLINE,3,0.748,8,1732,0,0
99,upi,SOFT_DECLINE,2,0.166,9,200,0,1
268,credit_card,HARD_DECLINE,1,0.941,25,1422,0,1
1210,credit_card,CUSTOMER_ACTION_REQUIRED,2,0.23,14,1646,0,0
4120,upi,HARD_DECLINE,2,0.447,17,265,0,0
747,credit_card,HARD_DECLINE,2,0.808,14,646,0,1
2567,credit_card,SOFT_DECLINE,2,0.516,2,593,1,0
3959,credit_card,SOFT_DECLINE,1,0.283,1,1410,0,1
944,upi,SOFT_DECLINE,1,0.437,5,559,0,1
2050,debit_card,TRANSIENT,1,0.691,1,1895,0,1
2387,credit_card,HARD_DECLINE,1,0.41,13,1867,0,0
3260,debit_card,UNKNOWN,1,0.827,13,271,0,1
4483,debit_card,CUSTOMER_ACTION_REQUIRED,2,0.651,22,1948,0,1
5960,net_banking,HARD_DECLINE,1,0.346,15,1387,0,1
6958,credit_card,CUSTOMER_ACTION_REQUIRED,2,0.823,16,1811,0,0
2727,net_banking,HARD_DECLINE,1,0.759,9,993,0,0
1649,credit_card,HARD_DECLINE,1,0.005,5,1225,1,0
6303,upi,TRANSIENT,3,0.88,2,567,0,0
1152,debit_card,SOFT_DECLINE,2,0.344,4,1302,0,1
2044,net_banking,SOFT_DECLINE,1,0.619,18,1139,0,0
5457,credit_card,SOFT_DECLINE,1,0.883,24,633,0,1
4209,net_banking,TRANSIENT,3,0.991,6,881,0,0
2394,wallet,HARD_DECLINE,1,0.695,10,1388,0,0
5388,credit_card,HARD_DECLINE,1,0.153,8,1753,0,0
1166,upi,SOFT_DECLINE,1,0.788,11,863,1,0
3444,debit_card,UNKNOWN,1,0.922,1,1958,0,1
1722,upi,SOFT_DECLINE,1,0.866,7,239,0,1
2422,upi,TRANSIENT,1,0.44,21,390,0,0
4797,net_banking,HARD_DECLINE,1,0.414,20,361,1,0
5892,debit_card,CUSTOMER_ACTION_REQUIRED,1,0.626,6,1143,0,0
426,upi,CUSTOMER_ACTION_REQUIRED,1,0.758,1,1885,0,1
